article_id,article_version,icd10_covered_group,"paragraph",last_updated,"icd10_covered_ast"
52519,39,1,"<p>The presence of an ICD-10 code listed in this section is not sufficient by itself to assure coverage. Refer to the section on &ldquo;<strong>Coverage Indications, Limitations, and/or Medical Necessity</strong>&rdquo; for other coverage criteria and payment information. <br /> <br /> For HCPCS Codes A4605 and A4624:</p>",2024-05-09 18:57:25.593000000,""
52520,31,1,"",2022-11-11 14:43:17.450000000,""
52521,51,1,"<p>The presence of an ICD-10 code listed in this section is not sufficient by itself to assure coverage. Refer to the section on &ldquo;<strong>Coverage Indications, Limitations, and/or Medical Necessity</strong>&rdquo; for other coverage criteria and payment information.<br /><span style=""line-height: 107%;""><strong><br /></strong></span></p>
<p><strong><span style=""line-height: 107%;"">For HCPCS Code A4336: </span></strong></p>
<p>&nbsp;</p>",2025-11-07 15:43:07.017000000,""
52527,89,1,"",2025-12-26 14:14:26.123000000,""
52535,13,1,"",2025-07-31 18:29:51.110000000,""
52537,11,1,"",2023-12-29 17:39:23.180000000,""
52571,139,1,"",2026-01-23 13:38:38.213000000,""
52711,22,1,"",2022-04-07 21:46:31.150000000,""
52712,25,1,"Not Applicable",2022-04-07 21:47:16.253000000,""
52713,18,1,"",2022-04-07 14:00:02.483000000,""
52725,36,1,"<p>The following list of ICD-10-CM codes support medical necessity for all Group 1 CPT codes listed in this LCD (Somatic &amp; epidural nerve block procedures). These diagnoses must be supported by appropriate documentation of medical necessity in the medical record. These are the only covered diagnosis for Group 1 CPTs:</p>",2025-09-25 15:59:27.933000000,"<p>*R07.9 is used to describe rib pain.</p>
<p>*G57.91, G57.92, G58.7, G58.8, G58.9, G59, M54.10 and M79.2 will be denied if 64450 is billed <strong>with</strong> CPT codes 76881, 76882, 76942, 76999, 97032, 97139, G0282 and/or G0283 on the same date of service (DOS). (Please see information in the ICD-10 Codes that DO NOT Support Medical Necessity section below).</p>"
52800,94,1,"",2026-01-05 19:17:44.037000000,""
52825,11,1,"",2024-01-16 14:52:38.153000000,""
52830,7,1,"",2019-11-08 18:57:38.750000000,""
52837,20,1,"",2024-12-19 15:52:55.190000000,""
52840,2,1,"",2014-04-01 20:26:59,""
52841,3,1,"",2016-09-22 21:24:08.910000000,""
52842,17,1,"",2023-11-17 21:52:18.330000000,""
52845,7,1,"",2023-10-06 15:24:41.647000000,""
52848,41,1,"<p><strong><span style=""line-height: 107%;"">CPT code 64611 (used for injection of salivary glands for sialorrhea)</span></strong></p>",2025-09-17 15:57:54.857000000,""
52848,41,2,"<p><p style=""line-height: normal;""><strong>For CPT codes 43201, 43236</strong></p></p>",2025-09-17 15:57:54.867000000,""
52848,41,3,"<p><p style=""line-height: normal;""><strong>For CPT code 46505</strong></p></p>",2025-09-17 15:57:54.873000000,""
52848,41,4,"<p><span style=""line-height: 107%;""><strong>For CPT code 52287</strong></span><span style=""line-height: 107%;""><br /> <br /> </span></p>",2025-09-17 15:57:54.890000000,""
52848,41,5,"<p><p style=""line-height: normal;""><strong>For CPT code 64612</strong></p></p>",2025-09-17 15:57:54.920000000,""
52848,41,6,"<p><p style=""line-height: normal;""><strong>For CPT code 64616</strong></p>
<p style=""line-height: normal;"">Only ICD-10-CM code G24.3 supports the medical necessity and provides coverage for HCPCS code J0589.</p></p>",2025-09-17 15:57:54.950000000,"<p>Only ICD-10-CM code G24.3 supports the medical necessity and provides coverage for HCPCS code J0589.</p>"
52848,41,7,"<p><p style=""line-height: normal;""><strong>For CPT code 64617</strong></p></p>",2025-09-17 15:57:54.963000000,""
52848,41,8,"<p><p style=""line-height: normal;""><strong>For CPT code 64642, 64643, 64644, 64645, 64646 and 64647</strong></p>
<p style=""line-height: normal;"">Use ICD-10-CM code M62.411 through M62.838 (spasm of muscle) to report treatment of spasticity secondary to spastic hemiplegia and hemiparesis.</p></p>",2025-09-17 15:57:54.973000000,"<p><em>*ICD-10-CM codes with an asterisk (*) are to be used only when there is spasticity of central nervous system origin.</em></p>"
52848,41,9,"<p><p style=""line-height: normal;""><strong>For CPT codes 64650, 64653</strong></p>
<p style=""line-height: normal;"">Indication is for severe primary axillary hyperhidrosis</p></p>",2025-09-17 15:57:56.733000000,""
52848,41,10,"<p><p style=""line-height: normal;""><strong>For CPT code 67345</strong></p></p>",2025-09-17 15:57:56.763000000,""
52848,41,11,"<p><p style=""line-height: normal;""><strong>For CPT code 64615 </strong></p>
<p style=""line-height: normal;"">Coverage will only be allowed for those patients with chronic daily headaches (headache disorders occurring greater than 15 days a month - in many cases daily with a duration of four or more hours - for a period of at least 3 months) who have significant disability due to the headaches, and have been refractory to standard and usual conventional therapy. The etiology of the chronic daily headache may be chronic tension-type headache or chronic migraine (CM). CM is characterized by headache on <u>&gt;</u>15 days per month, of which at least 8 headache days per month meet criteria for migraine without aura or respond to migraine-specific treatment. For continuing Botulism toxin therapy the patients must demonstrate a significant decrease in the number and frequency of headaches and an improvement in function upon receiving Botulinum toxin. (Please see Indications and Limitations in the LCD)</p></p>",2025-09-17 15:57:57.797000000,""
52849,35,1,"<p>The correct use of an ICD-10-CM code listed below does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in the related LCD.</p>
<p>For breast echography/sonography and breast MRI (76641 and 76642), 77046, 77047, 77048, 77049, C8903, C8905, C8906 and C8908)</p>",2023-12-21 15:24:40.620000000,""
52849,35,2,"<p>For ductography (galactography) (codes 19030, 77053 and 77054):</p>",2023-12-21 15:24:40.847000000,""
52850,55,1,"<p>The use of an ICD-10-CM code listed below does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in the attached determination.</p>
<p>While there are no ICD-10 code lists for add-on codes within this Article, all coverage provisions for these services, as specified in the Indications and Limitations section of the LCD, must be followed for coverage to apply.</p>
<p><strong>Right Heart Catheterization (CPT codes 93451, 93453, 93456, 93457. 93460, 93461)</strong></p>",2025-12-22 18:44:54.307000000,""
52850,55,2,"<p><strong>Left Heart Catheterization with/without Coronary and/or Bypass Angiography (CPT codes 93452, 93453, 93458, 93459, 93460, 93461)</strong></p>",2025-12-22 18:44:54.943000000,""
52850,55,3,"<p><strong>Coronary/Bypass Angiography Without Left Heart Catheterization (CPT codes 93454, 93455, 93456, 93457)</strong></p>
<p>ICD-10 codes R93.1, R93.89 and R94.39 may be used for treatment planning in patients undergoing non-coronary cardiac surgical procedures (e.g., aortic or mitral valve surgery when not requiring left heart catheterization)</p>",2025-12-22 18:44:55.983000000,""
52850,55,4,"<p><strong>Congenital Heart Disease (<strong>CPT codes 93593, 93594, 93595, 93596, 93597, 93598)</strong><span style=""background: yellow; line-height: 107%;""><strong><br /></strong></span></strong></p>",2025-12-22 18:44:56.367000000,""
52850,55,5,"<p><strong>Endomyocardial Biopsy (CPT Code 93505)</strong></p>",2025-12-22 18:44:56.533000000,""
52850,55,6,"<p><strong>Extra-Cardiac Angiography (CPT Codes 75625, 75630, 75705, 75710, 75716 and 36140, 36200, 36215-36218, 36245-36248, 36251-36254 Performed During the Same Encounter as Cardiac Catheterization </strong></p>
<p><strong>The ICD-10 code list below applies to these procedures only when related to provisions in this LCD.</strong><span style=""background: yellow; line-height: 107%;""><strong><br /><br /></strong></span></p>",2025-12-22 18:44:56.603000000,""
52855,30,1,"",2024-01-04 13:46:54.097000000,""
52863,58,1,"<p><strong>INJECTION OF TENDON SHEATHS, LIGAMENTS, GANGLION CYSTS, CARPAL AND TARSAL TUNNELS (CPT codes 20526, 20550, 20551, 20612, 28899 [use for tarsal tunnel injections])</strong>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",2025-12-22 15:48:33.713000000,"<p>*Use ICD-10-CM code M71.58 for bursitis in the foot</p>
<p>*Use ICD-10-CM code M77.31-M77.32 for heel pain syndrome</p>
<p>*Use ICD-10-CM code M77.51-M77.52 for calcaneal bursitis</p>"
52866,34,1,"<p>The correct use of an ICD-10-CM code does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in the related determination.</p>
<p>ICD-10-CM code Z01.818 should be reported for a pre-laryngectomy examination.</p>",2024-12-19 16:04:26.040000000,"<p>*ICD-10-CM codes R13.0, R13.10, R13.11, R13.12, R13.13, R13.14 and R13.19 are only covered for CPT codes 92507, 92521, 92522, 92523 and 92524.</p>"
52868,45,1,"<p>The correct use of an ICD-10-CM code does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in the attached determination.</p>
<p>The following diagnoses are covered for CPT codes 93312, 93313, 93314 and C8925. (When reporting add-on CPT codes 93319, 93320, 93321 and 93325, the same ICD-10-CM code should be used as that used for the base code to which it is attached):</p>
<p>Use ICD-10 codes R93.1 or R93.89 when a TEE is performed because of inadequate visualization of cardiac anatomy on TTE, for structures normally visualized by TTE and for which TEE is not usually indicated. The ICD-10 codes R93.1 or R93.89 should be coded as the primary diagnosis and the cardiac abnormality should be coded as a secondary diagnosis.</p>
<p>Use ICD-10 codes Z01.30, Z01.31, or Z01.89 when a TEE is performed during an open chest procedure. ICD-10 codes Z01.30, Z01.31, or Z01.89 should be coded as the primary diagnosis and the reason for the surgical procedure should be coded as the secondary diagnosis.</p>
<p>&nbsp;</p>
<p style=""line-height: normal;"">&nbsp;</p>",2024-12-19 12:58:04.580000000,""
52868,45,2,"<p><strong>The following diagnoses are covered for CPT codes 93315, 93316, 93317 and C8926. (When reporting add-on CPT codes 93319, 93320, 93321 and 93325, the same ICD-10-CM code should be used as that used for the base code to which it is attached):</strong></p>",2024-12-19 12:58:07.097000000,""
52868,45,3,"<p><strong>The following diagnoses are covered for CPT codes 76376 and 76377 when performed for 3-D imaging with CPT codes 93312, 93314, C8925, 93315, 93317 or C8926:</strong></p>",2024-12-19 12:58:07.423000000,""
52870,37,1,"<p>The correct use of an ICD-10-CM code listed below does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in the attached determination.</p>
<p>CPT Codes 36465, 36466, 36470, 36471, 36473, 36474, 36475, 36476, 36478, 36479, 36482, 36483, 37700, 37718, 37722, 37735, 37760, 37761, 37765, 37766, 37780 and 37799</p>",2024-12-19 13:27:21.447000000,""
52917,4,1,"",2023-11-22 16:25:23.590000000,""
52918,5,1,"",2023-11-22 18:30:28.607000000,""
52986,242,1,"<p>It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claims(s) submitted.</p>
<p>Refer to NCD 90.2, Next Generation Sequencing (NGS) for Patients with Advanced Cancer for applicable ICD-10-CM codes for CPT code <strong>0022U</strong>.</p>
<p>The following ICD-10-CM codes support medical necessity and provide coverage for the <strong>colorectal cancer</strong> molecular biomarkers (also including the small intestine) listed below and for MAAA CPT code 81525, mRNA gene expression profiling by real time RT-PCR of 12 genes utilizing ffpe tissue, algorithm and report: <br /><br />KRAS (12/13) <strong>81275</strong> <br />KRAS codon 61 <strong>81276</strong> <br />KRAS codon 146 <strong>81276</strong> <br />NRAS <strong>81311</strong> <br />BRAF <strong>81210</strong> <br />MSI by PCR <strong>81301</strong> <br />MLH1 promoter hypermethylation <strong>81292, 81293, 81294</strong> <br />mRNA <strong>81525</strong> <br />Sept9 <strong>81327</strong></p>",2025-04-25 17:28:16.953000000,""
52986,242,2,"<p>It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p>The following ICD-10-CM codes support medical necessity and provide coverage for <strong>non-small cell lung carcinoma (NSCLC)</strong> molecular biomarkers: <br /><br />EGFR <strong>81235</strong> <br />KRAS (12/13) <strong>81275</strong> <br />KRAS codon 61 <strong>81276</strong> <br />KRAS codon 146 <strong>81276</strong> <br />BRAF <strong>81210</strong> <br />Oncology Lung (Veristrat) <strong>81538</strong></p>",2025-04-25 17:28:17.017000000,""
52986,242,3,"<p>It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p>The following ICD-10-CM codes support medical necessity and provide coverage for <strong>melanoma</strong> molecular biomarkers:</p>
<p>BRAF <strong>81210</strong> <br />KIT <strong>81272</strong> <br />NRAS <strong>81311</strong></p>",2025-04-25 17:28:17.063000000,""
52986,242,4,"<p>It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p>The following ICD-10-CM codes support medical necessity and provide coverage for <strong>Uveal Melanoma:</strong></p>
<p>GNA11&nbsp; <strong>81479</strong></p>",2025-04-25 17:28:17.170000000,""
52986,242,5,"<p>It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p>The following ICD-10-CM codes support medical necessity and provide coverage for <strong>brain</strong> molecular biomarkers:</p>
<p>BRAF <strong>81210</strong> <br />EGFR <strong>81235</strong> <br />MGMT <strong>81287</strong> <br />PTEN <strong>81321, 81322, 81323, 81479</strong> <br />CIMP <strong>81479</strong> <br />IDH1 <strong>81120</strong> <br />IDH2 <strong>81121</strong> <br />TERT <strong>81345</strong></p>",2025-04-25 17:28:17.210000000,""
52986,242,6,"<p>It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p>The following ICD-10-CM codes support medical necessity and provide coverage for <strong>thyroid</strong> molecular biomarkers:</p>
<p>BRAF&nbsp; <strong>81210</strong> <br />KRAS&nbsp; <strong>81275, 81276</strong> <br />NRAS&nbsp; <strong>81311</strong> <br />ThyraMIR&nbsp; <strong>0018U</strong><br />Afirma&nbsp; <strong>81546</strong><br />RosettaGX Reveal Thyroid miRNA&nbsp; <strong>81479</strong> <br />ThyGeNEXT&nbsp; <strong>0245U</strong><br />ThyroSeq&nbsp; <strong>0026U</strong></p>",2025-04-25 17:28:17.233000000,"<p>* <strong>Note:</strong> C73 should not be reported for ThyraMIR, Afirma, Rosetta GX Reveal, or ThyGeNEXT.</p>
<p>*D44.2 should not be reported for ThyraMIR, Afirma, Rosetta GX Reveal, ThyGeNEXT, or ThyroSeq.</p>"
52986,242,7,"<p>It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p>The following ICD-10-CM codes support medical necessity and provide coverage for <strong>uterus/ovary/fallopian tube/peritoneum</strong> molecular biomarkers:</p>
<p>AKT1 <strong>81479</strong> <br />BRAF <strong>81210</strong> <br />KRAS <strong>81275, 81276</strong> <br />MLH1 promoter hypermethylation <strong>81292, 81293, 81294</strong> <br />MSI by PCR <strong>81301</strong> <br />PTEN<strong> 81321, 81322, 81323, 81479</strong></p>",2025-04-25 17:28:17.280000000,""
