article_id,article_version,hcpc_code_group,"paragraph",last_updated
54688,23,1,"",2023-11-08 18:48:22.173000000
54689,32,1,"<p><span style=""line-height: 115%;"">CPT<sup>&reg;</sup> codes that are also referenced in other articles</span>.</p>",2023-11-07 18:21:10.823000000
54750,13,1,"<p>CPT/HCPCS Codes</p>",2019-10-28 17:04:55.103000000
54767,66,1,"<p>CPT<sup>&reg;</sup> Codes</p>",2025-08-25 15:18:39.490000000
54767,66,2,"<p>HCPCS Codes</p>",2025-08-25 15:18:39.587000000
54768,38,1,"",2025-08-14 14:11:33.513000000
54769,27,1,"",2022-01-18 13:00:18.270000000
54795,42,1,"<p>N/A</p>",2024-03-15 10:14:22.797000000
54799,62,1,"",2025-11-24 13:23:30.703000000
54812,7,1,"",2018-01-31 21:52:24.380000000
54830,9,1,"",2024-04-05 20:59:32.497000000
54831,28,1,"<p>Group 1 CPT codes apply to Groups 1 and 2&nbsp;ICD-10-CM Codes</p>",2023-08-24 15:36:23.497000000
54832,14,1,"",2024-03-28 13:08:54.843000000
54880,10,1,"",2025-06-05 17:08:18.733000000
54901,27,1,"",2024-03-15 17:01:26.023000000
54909,24,1,"<p>Group 1 CPT codes apply to Groups 1 and 2 ICD-10-CM Codes</p>",2023-09-22 19:02:46.890000000
54919,22,1,"",2025-09-23 11:39:33.893000000
54923,45,1,"<p>N/A</p>",2026-01-22 14:31:42.710000000
54923,45,2,"<p>N/A</p>",2026-01-22 14:31:42.733000000
54926,25,1,"<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>
<p>Group 1 CPT codes apply to Groups 1 and 2 ICD-10-CM Codes</p>",2025-05-09 14:50:07.563000000
54929,40,1,"<p>Group 1 CPT codes apply to Groups 1 and 2 ICD-10-CM Codes.</p>",2025-10-27 12:06:23.630000000
54953,68,1,"<p>See above</p>",2026-01-08 14:50:00.610000000
54954,28,1,"<p>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book. <br /></p>",2023-01-20 14:21:01.793000000
54958,28,1,"<p>N/A</p>",2025-12-24 18:28:57.207000000
54961,20,1,"<p><b>Group 1 CPT codes apply to Groups 1 and 2 ICD-9-CM and ICD-10-CM Codes </b></p>",2025-03-18 17:18:10.807000000
54969,52,1,"<p><span style=""background: white; line-height: 107%;"">HCPCS code G0255 is non-covered per Pub. 100-03, Chp1, Section 160.23.</span></p>",2025-10-14 13:00:49.650000000
54975,16,1,"<p>N/A</p>",2023-11-22 15:12:08.700000000
54976,15,1,"<p>N/A</p>",2023-11-22 15:12:32.253000000
54982,28,1,"<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book. <br /><br /> <strong>Group 1 CPT codes apply to Groups 1 and 2 ICD-10-CM Codes</strong></p>",2025-05-09 14:48:53.127000000
55001,67,1,"<p><br /><br /><br /></p>",2025-12-22 16:47:57.013000000
55028,45,1,"<p>N/A</p>",2025-10-27 12:06:22.183000000
55044,18,1,"",2025-09-23 11:39:33.103000000
55056,14,1,"",2025-10-27 12:06:23.683000000
55058,7,1,"",2025-09-23 11:39:34.220000000
55061,11,1,"",2025-09-16 14:35:05.003000000
55069,26,1,"",2025-08-14 17:49:02.223000000
55115,14,1,"<p>N/A</p>",2023-11-22 15:20:48.807000000
55116,14,1,"<p>N/A</p>",2023-11-22 15:21:21.837000000
55136,19,1,"<p>N/A</p>",2024-01-24 13:36:42.863000000
55146,15,1,"",2025-10-22 17:38:13.977000000
55147,30,1,"<p>N/A</p>",2024-09-17 12:22:13.503000000
55161,23,1,"",2023-08-23 17:01:04.887000000
55162,18,1,"",2024-07-24 17:41:33.273000000
55169,15,1,"<p>N/A</p>",2025-10-22 15:38:30.700000000
55175,25,1,"",2025-12-23 19:00:35.450000000
55193,14,1,"",2024-06-18 13:35:42.960000000
55197,33,1,"",2024-03-20 14:46:01.193000000
55200,37,1,"<p>N/A</p>",2025-12-23 17:38:53.577000000
55206,18,1,"",2023-11-20 17:27:56.707000000
55210,15,1,"<p>NA</p>",2026-01-22 14:36:51.517000000
55215,9,1,"",2025-09-16 14:35:04.870000000
55224,35,1,"<p>CPT<sup>&#174;</sup> code that is also referenced in other articles</p>",2025-09-18 16:49:44.940000000
55227,19,1,"",2025-08-14 17:32:58.507000000
55229,46,1,"<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2026-01-23 14:05:43.800000000
55229,46,2,"<p>Note: Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2026-01-23 14:05:43.850000000
55230,18,1,"<p>N/A</p>",2025-12-23 17:56:22.713000000
55231,17,1,"<p>N/A</p>",2026-01-22 14:47:58.710000000
55233,21,1,"",2024-09-17 14:09:15.700000000
55233,21,2,"<p>The following should be reported for ABL1 Kinase Domain Mutation Analysis for the detection of acquired imatinib tyrosine kinase inhibitor resistance.</p>",2024-09-17 14:09:15.723000000
55235,15,1,"<p>NA</p>",2023-07-19 14:22:47.750000000
55239,61,1,"<p>N/A</p>",2026-01-02 19:04:28.617000000
55264,13,1,"<p>N/A</p>",2023-11-22 16:47:04.097000000
55265,12,1,"<p>N/A</p>",2023-11-22 16:47:25.257000000
55294,33,1,"<p>CPT<sup>&reg;</sup> codes that are also referenced in other articles.</p>",2025-08-29 14:09:44.750000000
55295,29,1,"<p><span style=""text-align: left; color: #212529; text-transform: none; line-height: 16.1px; text-indent: 0px; letter-spacing: normal; font-family: Verdana, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-weight: 400; word-spacing: 0px; white-space: normal; box-sizing: border-box; orphans: 2; widows: 2; background-color: #ffffff; -webkit-text-stroke-width: 0px; font-variant-ligatures: normal; font-variant-caps: normal; text-decoration-style: initial; text-decoration-color: initial;"">CPT<sup style=""top: -0.5em; line-height: 0; font-size: 10.5px; vertical-align: baseline; position: relative; box-sizing: border-box;"">&reg;</sup> codes that are also referenced in other articles</span><span style=""text-align: left; color: #212529; text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: Verdana, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-weight: 400; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; widows: 2; background-color: #ffffff; -webkit-text-stroke-width: 0px; font-variant-ligatures: normal; font-variant-caps: normal; text-decoration-style: initial; text-decoration-color: initial;"">.</span></p>",2025-08-29 14:08:56.577000000
55310,12,1,"",2025-08-28 12:06:50.503000000
55315,17,1,"",2025-09-26 22:10:36.727000000
55326,40,1,"",2025-10-27 12:06:24.960000000
55336,49,1,"<p><strong>Note: CPT<sup>&reg;</sup> 76700, 76705 or 76706* should be used for billing a full (complete) or appropriately limited abdominal ultrasound. <span style=""text-decoration: underline;"">This article does not address diagnosis coding for these 3 CPT<sup>&reg;</sup> codes</span>.<sup> &nbsp; &nbsp;</sup></strong><br /><br /><strong>*Note: Please refer to the <em>Billing and Coding: </em><em>Once in a Lifetime Abdominal Aortic Aneurysm (AAA) Screening Article A55071</em> for additional requirements for billing CPT<sup>&reg;</sup> code 76706.</strong></p>",2025-08-21 12:24:18.627000000
55354,35,1,"<p><span style=""line-height: 115%;"">Providers are reminded to refer to the long descriptors of the CPT<sup><span style=""font-size: small;"">&reg;</span></sup> codes in their CPT<sup><span style=""font-size: small;"">&reg;</span></sup> book.</span></p>",2023-06-05 13:31:53.123000000
55426,123,1,"",2025-05-22 20:47:43.077000000
55478,12,1,"",2025-09-16 14:35:03.850000000
55503,5,1,"",2023-11-22 16:23:07.620000000
55505,5,1,"",2023-11-22 16:22:29.033000000
55530,35,1,"<p>Providers are to use CPT<sup>&reg;</sup> Code 64999 for both the trial and permanent insertion of the electrode array when billing for the procedures associated with either Peripheral Subcutaneous Field Stimulation or Peripheral Nerve Field Stimulation. 64999 for these purposes is not covered due to insufficient peer reviewed data to warrant the medical necessity of coverage.</p>",2025-10-14 13:00:49.830000000
55584,19,1,"<p>To bill for this service, enter 64999 in the comment field as listed below with the description SphenoCath<sup>&reg; </sup>or the name of the delivery device used.</p>
<p>For Part A:</p>
<ul>
<li>2300 loop. NTE segment for the electronic claim</li>
<li>Form Locator 80 Remarks on the UB04 form</li>
</ul>
<p>Part B:</p>
<ul>
<li>Loop 2400/SV101-7 for the electronic claim or</li>
<li>Item 19 on the CMS-1500 paper claim form</li>
</ul>
<p class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; line-height: normal;""><span style=""font-size: 12.0pt; font-family: 'Times New Roman',serif; mso-fareast-font-family: 'Times New Roman';"">Do not use </span>CPT<sup>&reg; </sup>64400 and/or 64505 to bill for this device.</p>
<p>&nbsp;</p>",2025-09-16 14:35:04.437000000
55595,16,1,"<p>N/A</p>",2024-09-09 15:11:52.210000000
55595,16,2,"<p>The following should be reported for ABL1 Kinase Domain Mutation Analysis for the detection of acquired imatinib tyrosine kinase inhibitor resistance.</p>",2024-09-09 15:11:52.223000000
55596,12,1,"<p>N/A</p>",2023-11-22 18:55:46.770000000
55597,23,1,"<p>N/A</p>",2023-11-22 18:26:56.940000000
55600,16,1,"<p>N/A</p>",2024-09-09 15:12:58.483000000
55600,16,2,"<p>The following should be reported for ABL1 Kinase Domain Mutation Analysis for the detection of acquired imatinib tyrosine kinase inhibitor resistance.</p>
<p>&nbsp;</p>",2024-09-09 15:12:58.500000000
55601,12,1,"<p>N/A</p>",2023-11-22 18:56:05.330000000
55602,23,1,"<p>N/A</p>",2023-11-22 18:27:18.313000000
55621,15,1,"",2024-04-16 14:17:44.690000000
55623,15,1,"<p>N/A</p>",2023-11-22 18:53:25.143000000
55624,33,1,"<p>N/A</p>",2024-03-15 16:08:50.750000000
55628,13,1,"<p>N/A</p>",2023-11-22 18:53:57.533000000
55639,51,1,"<p>The following drugs will be allowed for other therapy as indicated below.</p>",2025-11-18 20:23:20.570000000
55672,25,1,"<p>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2023-11-20 14:31:32.120000000
55675,25,1,"<p><span style=""line-height: 115%; font-family: 'Arial',sans-serif; font-size: 12pt; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book. </span></p>",2025-10-06 18:48:48.633000000
55695,21,1,"",2023-05-23 12:49:05.593000000
55703,25,1,"<p>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2024-06-18 14:15:30.477000000
55709,11,1,"",2024-04-16 15:08:02.677000000
55710,16,1,"",2025-12-23 18:12:33.180000000
55711,23,1,"<p>N/A</p>",2025-09-18 19:52:22.290000000
55712,21,1,"<p>N/A</p>",2025-09-18 19:56:49.963000000
55715,12,1,"",2025-01-31 19:32:22.997000000
55716,11,1,"",2023-11-08 15:14:20.573000000
55717,26,1,"",2025-08-18 16:43:45.573000000
55717,26,2,"<p><strong>Quantitative Codes in immunology section:</strong></p>",2025-08-18 16:43:45.600000000
55719,15,1,"",2025-09-23 11:39:34.107000000
55723,44,1,"<p><strong>Note: </strong>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2023-01-20 12:02:27.743000000
55738,17,1,"",2023-06-22 12:58:52.253000000
55754,22,1,"<p>N/A</p>",2025-09-16 14:35:04.620000000
55757,5,1,"",2017-10-13 17:25:42.010000000
55769,14,1,"",2025-10-06 18:48:48.947000000
55774,13,1,"<p>N/A</p>",2025-09-23 11:39:33.270000000
55818,26,1,"<p>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2026-01-23 14:13:19.247000000
55835,15,1,"<p>Covered CPT/HCPCS Codes:</b></p>",2025-02-21 19:20:57.953000000
55835,15,2,"<p><b>Ancillary Coding</b><br /></p>",2025-02-21 19:20:57.970000000
55909,46,1,"<p>CPT Codes for L37228 Wound Care</p>",2025-11-18 19:04:08.917000000
55909,46,2,"<p>Please refer to the National Coverage Determination (NCD) 270.1 for covered diagnoses for CPT/HCPCS codes G0281 and G0329.</p>",2025-11-18 19:04:08.970000000
55913,9,1,"",2024-12-17 15:26:40.623000000
55937,42,1,"<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2025-09-26 14:12:00.443000000
55951,17,1,"<p>N/A</p>",2025-08-22 17:41:11.190000000
55958,6,1,"",2024-02-28 15:20:28.137000000
56006,19,1,"",2023-12-21 20:09:49.637000000
56008,11,1,"",2024-11-13 18:17:30.577000000
56025,16,1,"<p>99199 is the <strong>only</strong> code billable to this AB MAC</p>",2025-09-23 11:39:33.780000000
56027,14,1,"",2025-12-23 00:21:15.340000000
56034,39,1,"<p><span style=""line-height: 107%;"">Effective 01/01/2020, 64999 is to be used to report injections of anesthetic and/or steroids for the facial and phrenic nerves and cervical plexus. This code replaces the deleted codes 64402, 64410 and 64413.</span></p>",2025-09-25 15:58:50.260000000
56034,39,2,"<p>CPT code 64450 is <strong>NOT</strong> medically necessary when billed with <strong>any other</strong> CPT code in the GROUP 2 Codes listed <strong>PLUS</strong> any one of the GROUP 1 diagnosis listed in the ICD-10 Codes that DO NOT Support Medical Necessity section below.</p>",2025-09-25 15:58:50.350000000
56050,14,1,"",2025-01-31 17:18:53.730000000
56065,23,1,"",2022-11-15 01:52:19.907000000
56065,23,2,"",2022-11-15 01:52:19.913000000
56065,23,3,"",2022-11-15 01:52:19.923000000
56065,23,4,"",2022-11-15 01:52:19.930000000
56065,23,5,"",2022-11-15 01:52:19.953000000
56065,23,6,"",2022-11-15 01:52:19.967000000
56065,23,7,"",2022-11-15 01:52:19.970000000
56071,23,1,"<p>N/A</p>",2025-10-06 18:48:48.883000000
56072,13,1,"",2024-01-23 18:41:24.277000000
56072,13,2,"<p><span style=""line-height: 115%;"">CPT<sup>&reg;</sup> codes that are also referenced in other articles.</span></p>",2024-01-23 18:41:24.330000000
56083,13,1,"",2025-07-29 21:06:32.197000000
56103,13,1,"<p>N/A</p>",2024-01-23 13:23:59.647000000
56103,13,2,"<p><span style=""line-height: 115%;"">CPT<sup><span style=""font-size: small;"">&reg;</span></sup> codes that are also referenced in other articles.</span></p>",2024-01-23 13:23:59.660000000
56104,15,1,"<p>N/A</p>",2024-01-23 13:24:38.423000000
56104,15,2,"<p><span style=""line-height: 115%;"">CPT<sup><span style=""font-size: small;"">&reg;</span></sup> codes that are also referenced in other articles.</span></p>",2024-01-23 13:24:38.433000000
56106,14,1,"",2024-01-30 20:17:52.747000000
56112,6,1,"",2025-09-23 11:39:33.960000000
56141,39,1,"",2020-11-12 22:00:16.987000000
56152,35,1,"<p><p style=""line-height: normal;"">The codes below are used to bill for those outpatient respiratory services listed in Section A above.</p></p>",2025-10-27 12:06:23.133000000
56152,35,2,"<p><p style=""line-height: normal;"">The codes below are used to bill for a Pulmonary Rehabilitation Program as outlined in Section B above.</p></p>",2025-10-27 12:06:23.133000000
56157,17,1,"",2026-01-20 20:41:32.460000000
56157,17,2,"<p>CPT codes 20610 &amp; 20611 are not restricted to the diagnosis codes in this policy.</p>",2026-01-20 20:41:32.503000000
56159,22,1,"<p>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2025-02-21 19:47:22.377000000
56175,14,1,"",2025-02-21 19:24:38.033000000
56178,20,1,"",2023-11-20 14:25:43.610000000
56198,10,1,"",2023-11-18 23:18:42.330000000
56199,122,1,"<p style=""line-height: normal;""><strong><u>Tier 1 Covered Codes</u></strong></p>
<p style=""line-height: normal;"">Limited coverage may be provided for the genetic tests, submitted under the following CPT codes:</p>
<p style=""line-height: normal;"">Please refer to the Indications and Limitations of Coverage section (L35000)&#160;and the ICD-10-CM diagnosis to CPT procedure groupings below.</p>
<p>&#160;</p>",2025-09-15 19:25:08.603000000
56199,122,2,"<p><p style=""line-height: normal;""><strong><u>Tier 1 Individual Review Codes</u></strong></p>
<p style=""line-height: normal;"">Coverage may be provided for the genetic tests submitted under the following Tier 1 CPT codes, if documentation supports medical necessity:</p>
<p style=""line-height: normal;"">Please refer to the Indications and Limitations of Coverage section (L35000)&nbsp;and the ICD-10-CM diagnosis to CPT procedure groupings below. Not all procedure codes have related diagnosis codes listed.</p>
<p style=""line-height: normal;"">&nbsp;</p></p>",2025-09-15 19:25:08.850000000
